-2.493382774615011677e-01,2.588232413054786796e-01,4.708500540136654200e-01,-2.084367371527425239e-01,-1.719699663944550538e-01,2.642465879564500492e-02,1.881719763715783977e-01,4.350708406876668127e-02,-7.387297431644596069e-02,-2.837050705688192731e-01
-1.196737034383849735e-01,2.143865574966225263e-01,5.411080547408754216e-01,-2.217736088522446747e-01,-1.858478265975548605e-01,-1.736058950748111951e-01,3.784742702825632382e-02,4.859947147579259108e-02,6.120561457208023581e-01,-7.530282329850394030e-01
-2.735517680319348721e-01,3.014070651418860880e-01,-6.085163458361123046e-02,-9.899101973394281995e-01,4.615046391615998389e-01,-1.054842297726241718e-01,9.749850148580284370e-02,4.893925710771506177e-01,8.339234085209769332e-02,-3.407014525782203675e-03
2.429201419988714639e-01,-7.826158895106370694e-02,-4.192574844770664000e-01,7.020467848926627008e-01,-5.610191403982764946e-01,5.909517248165480074e-01,9.837617643103716003e-02,-5.347501375615854036e-01,2.485258797779234252e-02,-6.647493648582659953e-02
9.348401636810023396e-02,4.641862616000394515e-02,-1.488432475506375197e-01,4.822851530371956991e-02,1.330062812721040377e-01,-1.123682944941663264e-01,1.824705169359161772e-01,1.140653892947245535e-01,-5.954761011373743695e-01,2.390517515956677719e-01
4.589282558480580754e-01,-2.461377483391818596e-02,2.472802355300286470e-01,-2.782111839323839209e-01,2.714154054082110190e-01,-6.109999471156222217e-01,-3.868512322154004646e-01,1.853703036022376072e-01,-1.072227515827370165e-01,2.448379818044683354e-01
-1.515925216681149670e-02,2.569119906136941855e-01,-1.530909524521947007e-01,1.852504915436203325e-01,-9.232781503572921877e-03,-3.528127885002929065e-01,2.319344776822338805e-01,2.347044357615826471e-01,-7.880876220269998622e-02,-2.994301721544392891e-01
-1.789265302213568498e-01,6.120391762042889372e-01,-2.031207328381932076e-01,2.820088431774853688e-01,7.296633029483806654e-01,-3.913212854830659948e-01,2.008725413330116061e-01,-4.421534000139304421e-02,-4.464638791127110706e-01,-5.606225965354691976e-01
6.762792535194805943e-02,2.421316664868605750e-01,-8.884657027998307255e-01,-1.581409630824413826e-01,-1.442890536822581116e-01,4.608825451593684952e-01,5.748430591269192147e-02,3.009211751987742600e-01,-1.271031743085859478e-01,1.890970575820940802e-01
2.084307806226842474e-01,-2.864177604816534051e-01,2.214461294634632593e-01,-1.550648126751206501e-01,-4.725827352795398117e-01,2.673335169281998783e-02,-5.429334385888973102e-02,-2.087450027213987591e-01,4.278687348000575347e-02,6.773298080640933749e-01
-4.461818287902777902e-01,8.802426785251975250e-02,2.797961859336329724e-02,-1.029152582022866413e-01,-4.032977587875214986e-01,6.083763283269653099e-01,1.834439969930049819e-01,8.736225144316461799e-03,-9.042692721494235975e-02,1.264759355889374381e-01
-9.598808651061872810e-02,3.039743290208552634e-02,7.505859795136676424e-05,9.000728432467366980e-02,1.816106694777500086e-01,1.390919237234813366e-01,-1.410590027076939756e-01,-1.874367074074454950e-02,-2.951488763423094075e-01,1.097481491183594920e-01
2.426804916279168001e-01,1.615638982859252670e-01,3.368444106406397465e-01,8.428585968948014429e-03,-1.503438134281014360e-01,2.277695939780068346e-01,-1.307484736337206077e-01,-1.361651660336408720e-01,-2.139005750934702965e-01,-3.461233290467604640e-01
4.210864046267095984e-02,-2.421558492471655721e-01,-1.510767509083195126e-01,-2.570095691028304596e-01,-7.221610298668260652e-01,6.568822926072221957e-01,-1.024217483737887430e-01,3.591763980655649502e-01,4.274992608974341468e-02,3.741456308465093139e-01
1.344903427707688955e-02,-7.280606518059157262e-02,4.377255490314633790e-01,9.107716712584939048e-03,-4.580567961358185565e-03,7.590975814664674415e-02,2.653095706768390794e-01,-4.775936980205780502e-01,-6.101634629848291108e-02,-1.854792545789610558e-01
